Date,Open,High,Low,Close,Adj Close,Volume,DailyReturn,MA50,MA200,EMA50,RSI14,Vol30d
2023-05-10,308.6199951171875,313.0,307.6700134277344,312.30999755859375,306.8572998046875,30078000,0.01729660188880411,276.656907043457,252.78815338134766,280.0298002906842,71.61719300979154,0.2961096824781152
2023-05-11,310.1000061035156,311.1199951171875,306.260009765625,310.1099853515625,304.6956481933594,31680200,-0.007044484888265701,277.9114144897461,253.0832898712158,280.99708844373026,69.49553798124674,0.29447292267576325
2023-05-12,310.54998779296875,310.6499938964844,306.6000061035156,308.9700012207031,303.5755615234375,19774700,-0.0036760835822999827,279.0484100341797,253.29070899963378,281.88251876058155,72.81878932313015,0.2938801235704338
2023-05-15,309.1000061035156,309.8999938964844,307.5899963378906,309.4599914550781,304.0570068359375,16336500,0.0015859159086586416,280.1128942871094,253.4631339263916,282.75210652824256,81.67090603400395,0.29168538000152466
2023-05-16,309.8299865722656,313.7099914550781,309.8299865722656,311.739990234375,306.2972106933594,26730300,0.007367710024951402,281.19113494873045,253.62564567565917,283.67544394648246,72.69189734705002,0.2913950359587935
2023-05-17,312.2900085449219,314.42999267578125,310.739990234375,314.0,309.19219970703125,24315000,0.009451568321887649,282.38072509765624,253.81594429016113,284.6761010351314,66.67384754744899,0.2918499862597528
2023-05-18,314.5299987792969,319.0400085449219,313.7200012207031,318.5199890136719,313.6429443359375,27276000,0.01439475068621876,283.6681732177734,254.04405235290528,285.8120556743787,68.88437556723132,0.2908614354742133
2023-05-19,316.739990234375,318.75,316.3699951171875,318.3399963378906,313.4657287597656,27546700,-0.00056502331511743,284.97919494628906,254.2339707183838,286.8965134424331,72.35792216251426,0.2838402077523427
2023-05-22,318.6000061035156,322.5899963378906,318.010009765625,321.17999267578125,316.26226806640625,24115700,0.008921355829567768,286.4194451904297,254.43211753845216,288.04811166298106,75.08478504566804,0.28244433285810705
2023-05-23,320.0299987792969,322.7200012207031,315.25,315.260009765625,310.4328918457031,30797200,-0.018432095160587192,287.63836853027345,254.60472587585448,288.92594617995053,65.29448783918855,0.2792562067702949
2023-05-24,314.7300109863281,316.5,312.6099853515625,313.8500061035156,309.04449462890625,23384900,-0.004472455249642016,288.6945233154297,254.78302223205566,289.71490886422333,61.957994828104056,0.28027087300051357
2023-05-25,323.239990234375,326.8999938964844,320.0,325.9200134277344,320.9296875,43301700,0.03845786958724262,289.8970050048828,255.0110892486572,290.9390178303322,67.75226297185353,0.29318907269767813
2023-05-26,324.0199890136719,333.3999938964844,323.8800048828125,332.8900146484375,327.7929382324219,36630600,0.02138552773314828,291.02531005859373,255.24002098083497,292.3842696108063,74.96741859618564,0.2927724489485384
2023-05-30,335.2300109863281,335.739990234375,330.5199890136719,331.2099914550781,326.1387023925781,29503100,-0.005046587790341062,292.05705810546874,255.47111671447755,293.7079728571503,74.9170182823607,0.2940157238600641
2023-05-31,332.2900085449219,335.94000244140625,327.3299865722656,328.3900146484375,323.3618469238281,45950600,-0.00851433898638454,293.17475463867186,255.6644829559326,294.87086987937295,67.6631870755431,0.2960223304525037
2023-06-01,325.92999267578125,333.5299987792969,324.7200012207031,332.5799865722656,327.4876708984375,26773900,0.012759155150364077,294.3445080566406,255.87087135314943,296.14996011541473,73.40795304173727,0.29665624281937736
2023-06-02,334.25,337.5,332.54998779296875,335.3999938964844,330.2645568847656,25873800,0.008479360394575863,295.59907897949216,256.09485054016113,297.487787439703,76.50812722518897,0.2941734082830238
2023-06-05,335.2200012207031,338.55999755859375,334.6600036621094,335.94000244140625,330.7962646484375,21307100,0.0016099449746809213,296.7587591552734,256.32525077819827,298.79400223220244,76.5315589749677,0.2937210290422416
2023-06-06,335.3299865722656,335.3699951171875,332.1700134277344,333.67999267578125,328.5708923339844,20396200,-0.006727319961784328,297.8167486572266,256.55014381408694,299.96172341266447,72.1071761755334,0.29025252189175793
2023-06-07,331.6499938964844,334.489990234375,322.5,323.3800048828125,318.4286193847656,40717100,-0.03086783761389722,298.7542297363281,256.7439696502686,300.6859154115704,58.01440404953027,0.2982361716052501
2023-06-08,323.94000244140625,326.6400146484375,323.3500061035156,325.260009765625,320.2798156738281,23277700,0.005813536147093679,299.75133239746094,256.98809989929197,301.4543036571492,56.03085238960709,0.22102055019874128
2023-06-09,324.989990234375,329.989990234375,324.4100036621094,326.7900085449219,321.786376953125,22529000,0.004703890802882027,300.6748107910156,257.24616401672364,302.25163986483454,57.382525802868734,0.2037639620636891
2023-06-12,328.5799865722656,332.1000061035156,325.1600036621094,331.8500061035156,326.7688903808594,24260300,0.015483916612356152,301.62837646484377,257.532317276001,303.2131006693846,58.97393791245771,0.20666778148734835
2023-06-13,334.4700012207031,336.9800109863281,330.3900146484375,334.2900085449219,329.17156982421875,22951300,0.007352840230778979,302.5464794921875,257.81553077697754,304.2310798519271,67.0002508387594,0.20556555749204863
2023-06-14,334.3399963378906,339.0400085449219,332.80999755859375,337.3399963378906,332.1748046875,26003800,0.009123615581032807,303.54567260742186,258.1663408660889,305.3269121984202,70.38710906062653,0.20597255032655096
2023-06-15,337.4800109863281,349.8399963378906,337.20001220703125,348.1000061035156,342.77001953125,38899100,0.03189650357051521,304.75775268554685,258.5841024017334,306.79526934872723,69.69804897758763,0.22064879972427334
2023-06-16,351.32000732421875,351.4700012207031,341.95001220703125,342.3299865722656,337.08837890625,46552000,-0.01657566385989606,305.91200744628907,258.98450019836423,307.98323442941444,58.56624820641814,0.22906322880664676
2023-06-20,339.30999755859375,342.0799865722656,335.8599853515625,338.04998779296875,332.8739318847656,26375400,-0.012502498707190668,306.8393078613281,259.3711553955078,308.95934021197723,55.927187177724306,0.23036787870472955
2023-06-21,336.3699951171875,337.7300109863281,332.07000732421875,333.55999755859375,328.45269775390625,25117800,-0.013282007713328325,307.72161376953125,259.7409334564209,309.7237856057784,54.35407327983346,0.23363411444928417
2023-06-22,334.1199951171875,340.1199951171875,333.3399963378906,339.7099914550781,334.5085144042969,23556800,0.01843740877089073,308.8539453125,260.1621984863281,310.6957357547399,55.81284410160267,0.23660656538294353
2023-06-23,334.3599853515625,337.9599914550781,333.45001220703125,335.0199890136719,329.8902893066406,23146900,-0.013806001637598153,309.88094299316407,260.5741040802002,311.44846334501057,49.69929708486865,0.23808329479164042
2023-06-26,333.7200012207031,336.1099853515625,328.489990234375,328.6000061035156,323.56866455078125,21520600,-0.019162809457489938,310.6567254638672,260.93074981689455,311.92376535308006,44.687309607321126,0.24481089619509594
2023-06-27,331.8599853515625,336.1499938964844,329.29998779296875,334.57000732421875,329.4472351074219,24354100,0.018167922919241963,311.62278625488284,261.31468734741213,312.61096024540717,50.61132887177081,0.24847577168829327
2023-06-28,334.6600036621094,337.9800109863281,333.80999755859375,335.8500061035156,330.7076416015625,20259500,0.0038258220431859336,312.56178466796877,261.6759001159668,313.32063402407994,59.77732450174061,0.24846171813751558
2023-06-29,334.7099914550781,336.1099853515625,332.6199951171875,335.04998779296875,329.9198913574219,16997000,-0.0023820140361004993,313.4934777832031,262.0224722290039,313.97158529205416,57.80826847989337,0.248552832628225
2023-06-30,337.75,342.7300109863281,337.20001220703125,340.5400085449219,335.3258361816406,26832800,0.016385628650568806,314.53171813964843,262.4677126312256,314.8090068955674,60.315102106865204,0.2510146557925149
2023-07-03,339.19000244140625,340.8999938964844,336.57000732421875,337.989990234375,332.8148498535156,12508700,-0.007488198215555464,315.5657214355469,262.89927413940427,315.5151183841144,54.786393590116525,0.25026413428281474
2023-07-05,335.0899963378906,341.6499938964844,334.7300109863281,338.1499938964844,332.972412109375,18172400,0.0004734231538308098,316.60975341796876,263.36504821777345,316.19971813804614,53.119911662707054,0.25018615194542393
2023-07-06,337.29998779296875,342.989990234375,335.5,341.2699890136719,336.04461669921875,28161200,0.009226604001158378,317.79363708496095,263.8493106842041,316.9779494541706,53.17293266194453,0.2502596663885429
2023-07-07,339.32000732421875,341.7900085449219,337.0,337.2200012207031,332.0566101074219,21214800,-0.011867491379474737,319.0225421142578,264.31470809936525,317.56926947978826,40.148483982801096,0.2462608109832407
2023-07-10,334.6000061035156,335.2300109863281,327.5899963378906,331.8299865722656,326.7491760253906,32791400,-0.01598352184681484,319.7532653808594,264.7636838531494,317.9292658149099,40.426701871002706,0.2512466397371809
